ISIN_code,company,parent_market,year,revenue,net_income,net_income_margin
US4932671088,KEYCORP,Banks,2017,"6,868,000.00","1,373,000.00",0.20
US49338L1035,KEYSIGHT TECHNOLOGIES,Consumer Electronics,2013,"2,888,000.00","457,000.00",0.16
US49338L1035,KEYSIGHT TECHNOLOGIES,Consumer Electronics,2014,"2,933,000.00","392,000.00",0.13
US49338L1035,KEYSIGHT TECHNOLOGIES,Consumer Electronics,2015,"2,856,000.00","513,000.00",0.18
US49338L1035,KEYSIGHT TECHNOLOGIES,Consumer Electronics,2016,"2,918,000.00","335,000.00",0.11
US49338L1035,KEYSIGHT TECHNOLOGIES,Consumer Electronics,2017,"3,189,000.00","102,000.00",0.03
US4943681035,KIMBERLY-CLARK,Personal Products,2013,"21,152,000.00","2,142,000.00",0.10
US4943681035,KIMBERLY-CLARK,Personal Products,2014,"19,724,000.00","1,526,000.00",0.08
US4943681035,KIMBERLY-CLARK,Personal Products,2015,"18,591,000.00","1,013,000.00",0.05
US4943681035,KIMBERLY-CLARK,Personal Products,2016,"18,202,000.00","2,166,000.00",0.12
US4943681035,KIMBERLY-CLARK,Personal Products,2017,"18,259,000.00","2,202,000.00",0.12
US49446R1095,KIMCO REALTY,Retail REITs,2013,"946,673.00","175,195.00",0.19
US49446R1095,KIMCO REALTY,Retail REITs,2014,"993,897.00","363,569.00",0.37
US49446R1095,KIMCO REALTY,Retail REITs,2015,"1,166,769.00","701,268.00",0.60
US49446R1095,KIMCO REALTY,Retail REITs,2016,"1,170,792.00","243,827.00",0.21
US49446R1095,KIMCO REALTY,Retail REITs,2017,"1,200,834.00","277,891.00",0.23
US49456B1017,KINDER MORGAN,O&G T&D,2013,"14,067,000.00","1,193,000.00",0.08
US49456B1017,KINDER MORGAN,O&G T&D,2014,"16,190,000.00","1,026,000.00",0.06
US49456B1017,KINDER MORGAN,O&G T&D,2015,"14,401,000.00","227,000.00",0.02
US49456B1017,KINDER MORGAN,O&G T&D,2016,"13,070,000.00","552,000.00",0.04
US49456B1017,KINDER MORGAN,O&G T&D,2017,"13,694,000.00","-1,213,000.00",-0.09
US4990491049,KNIGHT-SWIFT TRSP.HDG. 'A',Transport - Trucking,2013,"4,118,195.00","155,422.00",0.04
US4990491049,KNIGHT-SWIFT TRSP.HDG. 'A',Transport - Trucking,2014,"4,298,724.00","161,152.00",0.04
US4990491049,KNIGHT-SWIFT TRSP.HDG. 'A',Transport - Trucking,2015,"4,229,322.00","197,577.00",0.05
US4990491049,KNIGHT-SWIFT TRSP.HDG. 'A',Transport - Trucking,2016,"4,031,517.00","149,267.00",0.04
US4990491049,KNIGHT-SWIFT TRSP.HDG. 'A',Transport - Trucking,2017,"2,425,453.00","120,092.00",0.05
US5002551043,KOHL'S,Apparel Retailers,2013,"19,031,000.00","889,000.00",0.05
US5002551043,KOHL'S,Apparel Retailers,2014,"19,023,000.00","867,000.00",0.05
US5002551043,KOHL'S,Apparel Retailers,2015,"19,204,000.00","673,000.00",0.04
US5002551043,KOHL'S,Apparel Retailers,2016,"18,686,000.00","556,000.00",0.03
US5002551043,KOHL'S,Apparel Retailers,2017,"19,095,000.00","723,000.00",0.04
US5007541064,KRAFT HEINZ,Food Products,2013,"6,240,000.00","-1,124,000.00",-0.18
US5007541064,KRAFT HEINZ,Food Products,2014,"10,923,000.00","-63,000.00",-0.01
US5007541064,KRAFT HEINZ,Food Products,2015,"18,340,000.00","-266,000.00",-0.01
US5007541064,KRAFT HEINZ,Food Products,2016,"26,481,000.00","3,452,000.00",0.13
US5007541064,KRAFT HEINZ,Food Products,2017,"26,232,000.00","3,999,000.00",0.15
US5010441013,KROGER,Food and broadline retailers,2013,"98,375,000.00","1,507,000.00",0.02
US5010441013,KROGER,Food and broadline retailers,2014,"108,465,000.00","1,711,000.00",0.02
US5010441013,KROGER,Food and broadline retailers,2015,"109,830,000.00","2,021,000.00",0.02
US5010441013,KROGER,Food and broadline retailers,2016,"115,337,000.00","1,959,000.00",0.02
US5010441013,KROGER,Food and broadline retailers,2017,"122,662,000.00","968,000.00",0.01
US5017971046,L BRANDS,Apparel Retailers,2013,"10,773,000.00","903,000.00",0.08
US5017971046,L BRANDS,Apparel Retailers,2014,"11,454,000.00","1,042,000.00",0.09
US5017971046,L BRANDS,Apparel Retailers,2015,"12,154,000.00","1,253,000.00",0.10
US5017971046,L BRANDS,Apparel Retailers,2016,"12,574,000.00","1,158,000.00",0.09
US5017971046,L BRANDS,Apparel Retailers,2017,"12,632,000.00","892,000.00",0.07
US5018892084,LKQ,Auto Parts,2013,"5,062,528.00","311,623.00",0.06
US5018892084,LKQ,Auto Parts,2014,"6,740,064.00","381,519.00",0.06
US5018892084,LKQ,Auto Parts,2015,"7,192,633.00","423,223.00",0.06
US5018892084,LKQ,Auto Parts,2016,"8,584,031.00","463,975.00",0.05
US5018892084,LKQ,Auto Parts,2017,"9,736,909.00","460,744.00",0.05
US5024131071,L3 TECHNOLOGIES,Defense,2013,"12,629,000.00","778,000.00",0.06
US5024131071,L3 TECHNOLOGIES,Defense,2014,"12,124,000.00","664,000.00",0.05
US5024131071,L3 TECHNOLOGIES,Defense,2015,"10,466,000.00","-240,000.00",-0.02
US5024131071,L3 TECHNOLOGIES,Defense,2016,"10,511,000.00","710,000.00",0.07
US5024131071,L3 TECHNOLOGIES,Defense,2017,"9,573,000.00","598,000.00",0.06
US50540R4092,LABORATORY CORP.OF AM. HDG.,Healthcare Providers,2013,"5,808,300.00","573,800.00",0.10
US50540R4092,LABORATORY CORP.OF AM. HDG.,Healthcare Providers,2014,"6,011,600.00","511,200.00",0.09
US50540R4092,LABORATORY CORP.OF AM. HDG.,Healthcare Providers,2015,"8,505,700.00","436,900.00",0.05
US50540R4092,LABORATORY CORP.OF AM. HDG.,Healthcare Providers,2016,"9,437,200.00","732,100.00",0.08
US50540R4092,LABORATORY CORP.OF AM. HDG.,Healthcare Providers,2017,"10,205,900.00","749,200.00",0.07
US5128071082,LAM RESEARCH,Semiconductors,2013,"3,598,916.00","113,879.00",0.03
US5128071082,LAM RESEARCH,Semiconductors,2014,"4,607,032.00","632,289.00",0.14
US5128071082,LAM RESEARCH,Semiconductors,2015,"5,259,054.00","655,577.00",0.12
US5128071082,LAM RESEARCH,Semiconductors,2016,"5,884,884.00","914,049.00",0.16
US5128071082,LAM RESEARCH,Semiconductors,2017,"8,006,638.00","1,697,763.00",0.21
US5178341070,LAS VEGAS SANDS,Gambling,2013,"13,769,885.00","2,305,997.00",0.17
US5178341070,LAS VEGAS SANDS,Gambling,2014,"14,583,849.00","2,840,629.00",0.19
US5178341070,LAS VEGAS SANDS,Gambling,2015,"11,688,461.00","1,966,236.00",0.17
US5178341070,LAS VEGAS SANDS,Gambling,2016,"11,410,000.00","1,670,000.00",0.15
US5178341070,LAS VEGAS SANDS,Gambling,2017,"12,882,000.00","2,280,000.00",0.18
US5184391044,ESTEE LAUDER COS.'A',Personal Products,2013,"10,183,200.00","1,019,800.00",0.10
US5184391044,ESTEE LAUDER COS.'A',Personal Products,2014,"10,968,900.00","1,204,100.00",0.11
US5184391044,ESTEE LAUDER COS.'A',Personal Products,2015,"10,780,400.00","1,088,900.00",0.10
US5184391044,ESTEE LAUDER COS.'A',Personal Products,2016,"11,262,300.00","1,114,600.00",0.10
US5184391044,ESTEE LAUDER COS.'A',Personal Products,2017,"11,824,000.00","1,249,000.00",0.11
US5218652049,LEAR,Auto Parts,2013,"16,234,000.00","431,400.00",0.03
US5218652049,LEAR,Auto Parts,2014,"17,727,300.00","672,400.00",0.04
US5218652049,LEAR,Auto Parts,2015,"18,211,400.00","745,500.00",0.04
US5218652049,LEAR,Auto Parts,2016,"18,557,600.00","975,100.00",0.05
US5218652049,LEAR,Auto Parts,2017,"20,467,000.00","1,167,000.00",0.06
US5246601075,LEGGETT&PLATT,Furnishings,2013,"3,746,000.00","197,300.00",0.05
US5246601075,LEGGETT&PLATT,Furnishings,2014,"3,782,300.00","98,000.00",0.03
US5246601075,LEGGETT&PLATT,Furnishings,2015,"3,917,200.00","325,100.00",0.08
US5246601075,LEGGETT&PLATT,Furnishings,2016,"3,749,900.00","385,800.00",0.10
US5246601075,LEGGETT&PLATT,Furnishings,2017,"3,943,800.00","343,000.00",0.09
US5253271028,LEIDOS HOLDINGS,Computer Services,2013,"5,772,000.00","161,000.00",0.03
US5253271028,LEIDOS HOLDINGS,Computer Services,2014,"5,063,000.00","-323,000.00",-0.06
US5253271028,LEIDOS HOLDINGS,Computer Services,2015,"5,140,368.00","259,909.00",0.05
US5253271028,LEIDOS HOLDINGS,Computer Services,2016,"7,043,000.00","244,000.00",0.03
US5253271028,LEIDOS HOLDINGS,Computer Services,2017,"10,170,000.00","251,000.00",0.02
US5260571048,LENNAR 'A',Home Construction,2013,"5,935,095.00","472,860.00",0.08
US5260571048,LENNAR 'A',Home Construction,2014,"7,779,812.00","631,123.00",0.08
US5260571048,LENNAR 'A',Home Construction,2015,"9,474,008.00","794,162.00",0.08
US5260571048,LENNAR 'A',Home Construction,2016,"10,949,999.00","902,655.00",0.08
US5260571048,LENNAR 'A',Home Construction,2017,"12,646,365.00","802,656.00",0.06
US5261071071,LENNOX INTL.,Building Mat.& Fix.,2013,"3,199,100.00","171,800.00",0.05
US5261071071,LENNOX INTL.,Building Mat.& Fix.,2014,"3,367,400.00","205,800.00",0.06
US5261071071,LENNOX INTL.,Building Mat.& Fix.,2015,"3,467,400.00","186,600.00",0.05
US5261071071,LENNOX INTL.,Building Mat.& Fix.,2016,"3,641,600.00","277,800.00",0.08
US5261071071,LENNOX INTL.,Building Mat.& Fix.,2017,"3,839,600.00","337,800.00",0.09
US5303073051,LIBERTY BROADBAND SR.C,Specialty Finance,2013,"77,363.00","-41,728.00",-0.54
US5303073051,LIBERTY BROADBAND SR.C,Specialty Finance,2014,"69,045.00","-134,605.00",-1.95
US5303073051,LIBERTY BROADBAND SR.C,Specialty Finance,2015,"91,182.00","-50,187.00",-0.55
US5303073051,LIBERTY BROADBAND SR.C,Specialty Finance,2016,"30,586.00","917,303.00",29.99
US5303073051,LIBERTY BROADBAND SR.C,Specialty Finance,2017,"13,092.00","1,517,894.00",115.94
US5311721048,LIBERTY PROPERTY TST.,Ind. & Office REITs,2013,"654,606.00","87,899.00",0.13
US5311721048,LIBERTY PROPERTY TST.,Ind. & Office REITs,2014,"837,661.00","169,329.00",0.20
US5311721048,LIBERTY PROPERTY TST.,Ind. & Office REITs,2015,"909,087.00","238,039.00",0.26
US5311721048,LIBERTY PROPERTY TST.,Ind. & Office REITs,2016,"965,978.00","356,817.00",0.37
US5311721048,LIBERTY PROPERTY TST.,Ind. & Office REITs,2017,"820,165.00","263,361.00",0.32
US5312294094,LIBERTY MDA.SR.A LBRTY. SIRIUSXM,Broadcast & Entertain,2013,"3,625,000.00","8,190,000.00",2.26
US5312294094,LIBERTY MDA.SR.A LBRTY. SIRIUSXM,Broadcast & Entertain,2014,"4,141,000.00","231,000.00",0.06
US5312294094,LIBERTY MDA.SR.A LBRTY. SIRIUSXM,Broadcast & Entertain,2015,"4,552,000.00","259,000.00",0.06
US5312294094,LIBERTY MDA.SR.A LBRTY. SIRIUSXM,Broadcast & Entertain,2016,"5,014,000.00","413,000.00",0.08
US5312294094,LIBERTY MDA.SR.A LBRTY. SIRIUSXM,Broadcast & Entertain,2017,"5,425,000.00","236,000.00",0.04
US5312296073,LIBERTY MDA.SR.C LBRTY. SIRIUSXM,Broadcast & Entertain,2013,"3,625,000.00","8,190,000.00",2.26
US5312296073,LIBERTY MDA.SR.C LBRTY. SIRIUSXM,Broadcast & Entertain,2014,"4,141,000.00","231,000.00",0.06
US5312296073,LIBERTY MDA.SR.C LBRTY. SIRIUSXM,Broadcast & Entertain,2015,"4,552,000.00","259,000.00",0.06
US5312296073,LIBERTY MDA.SR.C LBRTY. SIRIUSXM,Broadcast & Entertain,2016,"5,014,000.00","413,000.00",0.08
US5312296073,LIBERTY MDA.SR.C LBRTY. SIRIUSXM,Broadcast & Entertain,2017,"5,425,000.00","236,000.00",0.04
US5312298541,LIBERTY MEDIA FORMULA ONE SR.C,Broadcast & Entertain,2013,"4,002,000.00","8,780,000.00",2.19
US5312298541,LIBERTY MEDIA FORMULA ONE SR.C,Broadcast & Entertain,2014,"4,450,000.00","178,000.00",0.04
US5312298541,LIBERTY MEDIA FORMULA ONE SR.C,Broadcast & Entertain,2015,"4,795,000.00","64,000.00",0.01
US5312298541,LIBERTY MEDIA FORMULA ONE SR.C,Broadcast & Entertain,2016,,"329,000.00",
US5312298541,LIBERTY MEDIA FORMULA ONE SR.C,Broadcast & Entertain,2017,"1,783,000.00","255,000.00",0.14
US5324571083,ELI LILLY,Pharmaceuticals,2013,"23,113,100.00","4,684,800.00",0.20
US5324571083,ELI LILLY,Pharmaceuticals,2014,"19,615,600.00","2,390,500.00",0.12
US5324571083,ELI LILLY,Pharmaceuticals,2015,"19,958,700.00","2,408,400.00",0.12
US5324571083,ELI LILLY,Pharmaceuticals,2016,"21,222,100.00","2,737,600.00",0.13
US5324571083,ELI LILLY,Pharmaceuticals,2017,"22,871,300.00","1,709,900.00",0.07
US5341871094,LINCOLN NATIONAL,Life Insurance,2013,"12,049,000.00","1,244,000.00",0.10
US5341871094,LINCOLN NATIONAL,Life Insurance,2014,"13,580,000.00","1,515,000.00",0.11
US5341871094,LINCOLN NATIONAL,Life Insurance,2015,"13,682,000.00","1,154,000.00",0.08
US5341871094,LINCOLN NATIONAL,Life Insurance,2016,"13,505,000.00","1,192,000.00",0.09
US5341871094,LINCOLN NATIONAL,Life Insurance,2017,"14,291,000.00","779,000.00",0.05
US5380341090,LIVE NATION ENTM.,Recreational products and services,2013,"6,478,547.00","-43,947.00",-0.01
US5380341090,LIVE NATION ENTM.,Recreational products and services,2014,"6,866,964.00","-96,467.00",-0.01
US5380341090,LIVE NATION ENTM.,Recreational products and services,2015,"7,245,731.00","-65,687.00",-0.01
US5380341090,LIVE NATION ENTM.,Recreational products and services,2016,"8,354,934.00","-47,010.00",-0.01
US5380341090,LIVE NATION ENTM.,Recreational products and services,2017,"10,337,448.00","-153,346.00",-0.01
US5398301094,LOCKHEED MARTIN,Defense,2013,"45,358,000.00","2,981,000.00",0.07
US5398301094,LOCKHEED MARTIN,Defense,2014,"45,600,000.00","3,614,000.00",0.08
US5398301094,LOCKHEED MARTIN,Defense,2015,"46,132,000.00","3,605,000.00",0.08
US5398301094,LOCKHEED MARTIN,Defense,2016,"47,248,000.00","5,302,000.00",0.11
US5398301094,LOCKHEED MARTIN,Defense,2017,"51,048,000.00","3,864,000.00",0.08
US5404241086,LOEWS,Prop. & Casualty Ins.,2013,"15,131,000.00","595,000.00",0.04
US5404241086,LOEWS,Prop. & Casualty Ins.,2014,"14,402,000.00","591,000.00",0.04
US5404241086,LOEWS,Prop. & Casualty Ins.,2015,"13,571,000.00","260,000.00",0.02
US5404241086,LOEWS,Prop. & Casualty Ins.,2016,"13,186,000.00","654,000.00",0.05
US5404241086,LOEWS,Prop. & Casualty Ins.,2017,"13,749,000.00","974,000.00",0.07
US5486611073,LOWE'S COMPANIES,Home Improvement Ret.,2013,"53,417,000.00","2,270,000.00",0.04
US5486611073,LOWE'S COMPANIES,Home Improvement Ret.,2014,"56,223,000.00","2,682,000.00",0.05
US5486611073,LOWE'S COMPANIES,Home Improvement Ret.,2015,"59,074,000.00","2,534,000.00",0.04
US5486611073,LOWE'S COMPANIES,Home Improvement Ret.,2016,"65,017,000.00","3,062,000.00",0.05
US5486611073,LOWE'S COMPANIES,Home Improvement Ret.,2017,"68,619,000.00","3,456,000.00",0.05
US5500211090,LULULEMON ATHLETICA,"Clothing, footwear and accessories",2013,"1,572,857.00","276,326.00",0.18
US5500211090,LULULEMON ATHLETICA,"Clothing, footwear and accessories",2014,"1,737,118.00","231,040.00",0.13
US5500211090,LULULEMON ATHLETICA,"Clothing, footwear and accessories",2015,"1,925,147.00","248,568.00",0.13
US5500211090,LULULEMON ATHLETICA,"Clothing, footwear and accessories",2016,"2,296,902.00","297,235.00",0.13
US5500211090,LULULEMON ATHLETICA,"Clothing, footwear and accessories",2017,"2,770,201.00","332,481.00",0.12
US55261F1049,M&T BANK,Banks,2013,"4,838,665.00","1,062,429.00",0.22
US55261F1049,M&T BANK,Banks,2014,"4,752,822.00","978,531.00",0.21
US55261F1049,M&T BANK,Banks,2015,"5,010,148.00","987,689.00",0.20
US55261F1049,M&T BANK,Banks,2016,"5,721,867.00","1,223,459.00",0.21
US55261F1049,M&T BANK,Banks,2017,"6,018,938.00","1,412,934.00",0.23
US5529531015,MGM RESORTS INTL.,Gambling,2013,"9,444,999.00","-156,606.00",-0.02
US5529531015,MGM RESORTS INTL.,Gambling,2014,"9,698,550.00","-149,873.00",-0.02
US5529531015,MGM RESORTS INTL.,Gambling,2015,"8,791,232.00","-447,720.00",-0.05
US5529531015,MGM RESORTS INTL.,Gambling,2016,"9,057,971.00","1,101,440.00",0.12
US5529531015,MGM RESORTS INTL.,Gambling,2017,"10,371,862.00","541,923.00",0.05
US55354G1004,MSCI,Specialty Finance,2013,"1,035,667.00","221,924.00",0.21
US55354G1004,MSCI,Specialty Finance,2014,"996,680.00","283,745.00",0.28
US55354G1004,MSCI,Specialty Finance,2015,"1,075,013.00","223,648.00",0.21
US55354G1004,MSCI,Specialty Finance,2016,"1,150,669.00","260,855.00",0.23
US55354G1004,MSCI,Specialty Finance,2017,"1,274,172.00","338,472.00",0.27
US5543821012,MACERICH,Retail REITs,2013,"1,029,475.00","133,279.00",0.13
US5543821012,MACERICH,Retail REITs,2014,"1,105,247.00","1,497,466.00",1.35
US5543821012,MACERICH,Retail REITs,2015,"1,288,149.00","486,069.00",0.38
US5543821012,MACERICH,Retail REITs,2016,"1,041,271.00","516,216.00",0.50
US5543821012,MACERICH,Retail REITs,2017,"993,662.00","159,562.00",0.16
US55616P1049,MACY'S,Food and broadline retailers,2013,"27,931,000.00","1,486,000.00",0.05
US55616P1049,MACY'S,Food and broadline retailers,2014,"28,105,000.00","1,526,000.00",0.05
US55616P1049,MACY'S,Food and broadline retailers,2015,"27,079,000.00","1,072,000.00",0.04
US55616P1049,MACY'S,Food and broadline retailers,2016,"25,778,000.00","619,000.00",0.02
US55616P1049,MACY'S,Food and broadline retailers,2017,"24,837,000.00","976,000.00",0.04
US56418H1005,MANPOWERGROUP,Bus.Train & Employmnt,2013,"20,250,500.00","288,000.00",0.01
US56418H1005,MANPOWERGROUP,Bus.Train & Employmnt,2014,"20,762,800.00","427,600.00",0.02
US56418H1005,MANPOWERGROUP,Bus.Train & Employmnt,2015,"19,329,900.00","419,200.00",0.02
US56418H1005,MANPOWERGROUP,Bus.Train & Employmnt,2016,"19,654,100.00","443,700.00",0.02
US56418H1005,MANPOWERGROUP,Bus.Train & Employmnt,2017,"21,034,300.00","468,200.00",0.02
US5658491064,MARATHON OIL,Exploration and production,2013,"14,565,000.00","1,753,000.00",0.12
US5658491064,MARATHON OIL,Exploration and production,2014,"10,924,000.00","3,046,000.00",0.28
US5658491064,MARATHON OIL,Exploration and production,2015,"5,596,000.00","-2,204,000.00",-0.39
US5658491064,MARATHON OIL,Exploration and production,2016,"4,086,000.00","-2,140,000.00",-0.52
US5658491064,MARATHON OIL,Exploration and production,2017,"4,451,000.00","-5,758,000.00",-1.29
US56585A1025,MARATHON PETROLEUM,Oil and gas other,2013,"93,937,000.00","2,108,000.00",0.02
US56585A1025,MARATHON PETROLEUM,Oil and gas other,2014,"91,206,000.00","2,520,000.00",0.03
US56585A1025,MARATHON PETROLEUM,Oil and gas other,2015,"64,452,000.00","2,848,000.00",0.04
US56585A1025,MARATHON PETROLEUM,Oil and gas other,2016,"56,024,000.00","1,173,000.00",0.02
US56585A1025,MARATHON PETROLEUM,Oil and gas other,2017,"67,289,000.00","1,930,000.00",0.03
US5705351048,MARKEL,Prop. & Casualty Ins.,2013,"4,327,789.00","282,984.00",0.07
US5705351048,MARKEL,Prop. & Casualty Ins.,2014,"5,138,451.00","312,996.00",0.06
US5705351048,MARKEL,Prop. & Casualty Ins.,2015,"5,414,464.00","586,916.00",0.11
US5705351048,MARKEL,Prop. & Casualty Ins.,2016,"5,630,381.00","440,217.00",0.08
US5705351048,MARKEL,Prop. & Casualty Ins.,2017,"6,069,248.00","21,631.00",0.00
US5717481023,MARSH & MCLENNAN,Insurance Brokers,2013,"12,261,000.00","1,357,000.00",0.11
US5717481023,MARSH & MCLENNAN,Insurance Brokers,2014,"12,951,000.00","1,465,000.00",0.11
US5717481023,MARSH & MCLENNAN,Insurance Brokers,2015,"12,893,000.00","1,599,000.00",0.12
US5717481023,MARSH & MCLENNAN,Insurance Brokers,2016,"13,211,000.00","1,768,000.00",0.13
US5717481023,MARSH & MCLENNAN,Insurance Brokers,2017,"14,024,000.00","1,952,000.00",0.14
US5719032022,MARRIOTT INTL.'A',Hotels,2013,"2,493,000.00","626,000.00",0.25
US5719032022,MARRIOTT INTL.'A',Hotels,2014,"2,741,000.00","753,000.00",0.27
US5719032022,MARRIOTT INTL.'A',Hotels,2015,"2,856,000.00","859,000.00",0.30
US5719032022,MARRIOTT INTL.'A',Hotels,2016,"3,526,000.00","780,000.00",0.22
US5719032022,MARRIOTT INTL.'A',Hotels,2017,"5,129,000.00","1,958,000.00",0.38
US5732841060,MARTIN MRTA.MATS.,Building Mat.& Fix.,2013,"2,155,551.00","120,824.00",0.06
US5732841060,MARTIN MRTA.MATS.,Building Mat.& Fix.,2014,"2,957,951.00","154,954.00",0.05
US5732841060,MARTIN MRTA.MATS.,Building Mat.& Fix.,2015,"3,539,570.00","287,540.00",0.08
US5732841060,MARTIN MRTA.MATS.,Building Mat.& Fix.,2016,"3,818,749.00","423,611.00",0.11
US5732841060,MARTIN MRTA.MATS.,Building Mat.& Fix.,2017,"3,965,594.00","453,213.00",0.11
US5745991068,MASCO,Building Mat.& Fix.,2013,"8,173,000.00","266,000.00",0.03
US5745991068,MASCO,Building Mat.& Fix.,2014,"8,521,000.00","839,000.00",0.10
US5745991068,MASCO,Building Mat.& Fix.,2015,"7,142,000.00","350,000.00",0.05
US5745991068,MASCO,Building Mat.& Fix.,2016,"7,357,000.00","485,000.00",0.07
US5745991068,MASCO,Building Mat.& Fix.,2017,"7,644,000.00","511,000.00",0.07
US57636Q1040,MASTERCARD,Consumer Finance,2013,"8,342,000.00","3,116,000.00",0.37
US57636Q1040,MASTERCARD,Consumer Finance,2014,"9,473,000.00","3,617,000.00",0.38
US57636Q1040,MASTERCARD,Consumer Finance,2015,"9,667,000.00","3,808,000.00",0.39
US57636Q1040,MASTERCARD,Consumer Finance,2016,"10,776,000.00","4,059,000.00",0.38
US57636Q1040,MASTERCARD,Consumer Finance,2017,"12,497,000.00","4,692,000.00",0.38
US5770811025,MATTEL,Toys,2013,"6,484,892.00","895,609.00",0.14
US5770811025,MATTEL,Toys,2014,"6,023,819.00","494,846.00",0.08
US5770811025,MATTEL,Toys,2015,"5,702,613.00","366,237.00",0.06
US5770811025,MATTEL,Toys,2016,"5,456,650.00","316,645.00",0.06
US5770811025,MATTEL,Toys,2017,"4,881,951.00","-1,159,115.00",-0.24
US57772K1016,MAXIM INTEGRATED PRDS.,Semiconductors,2013,"2,441,459.00","454,912.00",0.19
US57772K1016,MAXIM INTEGRATED PRDS.,Semiconductors,2014,"2,453,663.00","354,810.00",0.14
US57772K1016,MAXIM INTEGRATED PRDS.,Semiconductors,2015,"2,306,864.00","206,038.00",0.09
US57772K1016,MAXIM INTEGRATED PRDS.,Semiconductors,2016,"2,194,719.00","227,475.00",0.10
US57772K1016,MAXIM INTEGRATED PRDS.,Semiconductors,2017,"2,295,615.00","571,613.00",0.25
US5797802064,MCCORMICK & COMPANY NV.,Food Products,2013,"4,123,400.00","389,000.00",0.09
US5797802064,MCCORMICK & COMPANY NV.,Food Products,2014,"4,243,200.00","437,900.00",0.10
US5797802064,MCCORMICK & COMPANY NV.,Food Products,2015,"4,296,300.00","401,600.00",0.09
US5797802064,MCCORMICK & COMPANY NV.,Food Products,2016,"4,411,500.00","472,300.00",0.11
US5797802064,MCCORMICK & COMPANY NV.,Food Products,2017,"4,834,100.00","477,400.00",0.10
US5801351017,MCDONALDS,Restaurants & Bars,2013,"28,105,700.00","5,585,900.00",0.20
US5801351017,MCDONALDS,Restaurants & Bars,2014,"27,441,300.00","4,757,800.00",0.17
US5801351017,MCDONALDS,Restaurants & Bars,2015,"25,413,000.00","4,529,300.00",0.18
US5801351017,MCDONALDS,Restaurants & Bars,2016,"24,621,900.00","4,686,500.00",0.19
US5801351017,MCDONALDS,Restaurants & Bars,2017,"22,820,400.00","5,892,300.00",0.26
US58155Q1031,MCKESSON,Drug Retailers,2013,"122,455,000.00","1,338,000.00",0.01
US58155Q1031,MCKESSON,Drug Retailers,2014,"137,609,000.00","1,359,000.00",0.01
US58155Q1031,MCKESSON,Drug Retailers,2015,"179,045,000.00","1,775,000.00",0.01
US58155Q1031,MCKESSON,Drug Retailers,2016,"190,884,000.00","2,290,000.00",0.01
US58155Q1031,MCKESSON,Drug Retailers,2017,"208,357,000.00","-805,000.00",0.00
US5854641009,MELCO RESORTS ENTERTAINMENT ADR 1:3,Gambling,2013,"5,087,179.00","637,463.00",0.13
US5854641009,MELCO RESORTS ENTERTAINMENT ADR 1:3,Gambling,2014,"4,802,312.00","608,280.00",0.13
US5854641009,MELCO RESORTS ENTERTAINMENT ADR 1:3,Gambling,2015,"3,974,801.00","105,747.00",0.03
US5854641009,MELCO RESORTS ENTERTAINMENT ADR 1:3,Gambling,2016,"4,519,393.00","175,906.00",0.04
US5854641009,MELCO RESORTS ENTERTAINMENT ADR 1:3,Gambling,2017,"5,284,823.00","347,002.00",0.07
US58733R1023,MERCADOLIBRE,Spec.Consumer Service,2013,"399,460.00","99,331.00",0.25
US58733R1023,MERCADOLIBRE,Spec.Consumer Service,2014,"540,215.00","70,030.00",0.13
US58733R1023,MERCADOLIBRE,Spec.Consumer Service,2015,"470,173.00","76,312.00",0.16
US58733R1023,MERCADOLIBRE,Spec.Consumer Service,2016,"798,420.00","128,941.00",0.16
US58733R1023,MERCADOLIBRE,Spec.Consumer Service,2017,"1,237,592.00","11,454.00",0.01
US58933Y1055,MERCK & COMPANY,Pharmaceuticals,2013,"44,033,000.00","4,404,000.00",0.10
US58933Y1055,MERCK & COMPANY,Pharmaceuticals,2014,"42,237,000.00","11,920,000.00",0.28
US58933Y1055,MERCK & COMPANY,Pharmaceuticals,2015,"39,498,000.00","4,442,000.00",0.11
US58933Y1055,MERCK & COMPANY,Pharmaceuticals,2016,"39,807,000.00","3,920,000.00",0.10
US58933Y1055,MERCK & COMPANY,Pharmaceuticals,2017,"40,122,000.00","4,994,000.00",0.12
US59156R1086,METLIFE,Life Insurance,2013,"68,365,000.00","3,246,000.00",0.05
US59156R1086,METLIFE,Life Insurance,2014,"73,376,000.00","6,187,000.00",0.08
US59156R1086,METLIFE,Life Insurance,2015,"70,041,000.00","5,152,000.00",0.07
US59156R1086,METLIFE,Life Insurance,2016,"63,605,000.00","697,000.00",0.01
US59156R1086,METLIFE,Life Insurance,2017,"62,318,000.00","3,609,000.00",0.06
US5926881054,METTLER TOLEDO INTL.,Consumer Electronics,2013,"2,378,972.00","306,094.00",0.13
US5926881054,METTLER TOLEDO INTL.,Consumer Electronics,2014,"2,485,983.00","338,241.00",0.14
US5926881054,METTLER TOLEDO INTL.,Consumer Electronics,2015,"2,395,447.00","352,820.00",0.15
US5926881054,METTLER TOLEDO INTL.,Consumer Electronics,2016,"2,508,257.00","384,370.00",0.15
US5926881054,METTLER TOLEDO INTL.,Consumer Electronics,2017,"2,725,053.00","447,972.00",0.16
US5949181045,MICROSOFT,Software,2013,"77,849,000.00","21,863,000.00",0.28
